100,0.000059,0.000126,0.000128,0.000015,0.000016,0.000168,0.000021
200,0.000083,0.000113,0.000100,0.000027,0.000030,0.000285,0.000041
300,0.000206,0.000206,0.000153,0.000056,0.000060,0.000580,0.000087
400,0.000166,0.000151,0.000120,0.000052,0.000059,0.000534,0.000082
500,0.000349,0.000281,0.000204,0.000092,0.000103,0.000927,0.000145
600,0.000248,0.000197,0.000149,0.000078,0.000085,0.000800,0.000122
700,0.000320,0.000244,0.000171,0.000097,0.000108,0.000972,0.000154
800,0.000331,0.000236,0.000163,0.000104,0.000115,0.001043,0.000164
900,0.000325,0.000207,0.000160,0.000101,0.000113,0.001178,0.000167
1000,0.000360,0.000257,0.000163,0.000113,0.000125,0.001128,0.000178
1100,0.000769,0.000336,0.000184,0.000122,0.000136,0.001239,0.000210
1200,0.000462,0.000298,0.000191,0.000134,0.000149,0.001344,0.000228
1300,0.000500,0.000318,0.000202,0.000144,0.000164,0.001462,0.000247
1400,0.000555,0.000336,0.000210,0.000155,0.000174,0.001568,0.000266
1500,0.001028,0.000409,0.000221,0.000166,0.000187,0.002039,0.000516
1600,0.001116,0.000415,0.000225,0.000177,0.000200,0.001878,0.000339
1700,0.000745,0.000388,0.000227,0.000189,0.000212,0.001993,0.000360
1800,0.000772,0.000452,0.000250,0.000200,0.000224,0.002117,0.000354
1900,0.000685,0.000411,0.000246,0.000210,0.000236,0.002110,0.000337
2000,0.000797,0.000438,0.000278,0.000221,0.000248,0.002296,0.000393
2100,0.000824,0.000457,0.000272,0.000235,0.000261,0.002394,0.000385
2200,0.000818,0.000471,0.000276,0.000272,0.000274,0.002434,0.000403
2300,0.000836,0.000468,0.000282,0.000249,0.000277,0.002468,0.000412
2400,0.000837,0.000481,0.000278,0.000259,0.000290,0.002513,0.000400
2500,0.000797,0.000456,0.000271,0.000257,0.000275,0.002395,0.000393
2600,0.000879,0.000536,0.000290,0.000270,0.000304,0.002649,0.000421
2700,0.000861,0.000490,0.000281,0.000270,0.000299,0.002586,0.000424
2800,0.000928,0.000519,0.000298,0.000285,0.000316,0.002816,0.000451
2900,0.000924,0.000516,0.000298,0.000292,0.000332,0.002775,0.000456
3000,0.000971,0.000539,0.000298,0.000294,0.000331,0.002875,0.000472
3100,0.000989,0.000563,0.000320,0.000311,0.000341,0.002915,0.000474
3200,0.001025,0.000564,0.000326,0.000314,0.000354,0.003023,0.000489
3300,0.001024,0.000571,0.000332,0.000323,0.000370,0.003095,0.000504
3400,0.001054,0.000593,0.000342,0.000333,0.000383,0.003187,0.000520
3500,0.001085,0.000603,0.000348,0.000352,0.000385,0.003273,0.000538
3600,0.001116,0.000618,0.000356,0.000368,0.000397,0.003363,0.000550
3700,0.002038,0.000690,0.000366,0.000371,0.000408,0.004035,0.000678
3800,0.001443,0.000675,0.000377,0.000371,0.000419,0.004247,0.000653
3900,0.001366,0.000679,0.000381,0.000381,0.000429,0.004069,0.000670
4000,0.001401,0.000689,0.000391,0.000391,0.000441,0.004056,0.000667
4100,0.001386,0.000706,0.000397,0.000402,0.000452,0.004046,0.000665
4200,0.001392,0.000724,0.000405,0.000410,0.000477,0.004150,0.000660
4300,0.001371,0.000740,0.000422,0.000427,0.000474,0.004088,0.000676
4400,0.001431,0.000767,0.000412,0.000438,0.000485,0.004197,0.000672
4500,0.001456,0.000783,0.000422,0.000440,0.000496,0.004201,0.000706
4600,0.001426,0.000774,0.000439,0.000457,0.000502,0.004764,0.000703
4700,0.001492,0.000790,0.000445,0.000468,0.000513,0.004391,0.000718
4800,0.001503,0.000803,0.000456,0.000479,0.000530,0.004503,0.000733
4900,0.001519,0.000867,0.000463,0.000479,0.000539,0.004590,0.000764
5000,0.001557,0.000837,0.000470,0.000489,0.000551,0.004692,0.000764
5100,0.001580,0.000859,0.000481,0.000497,0.000573,0.005070,0.000779
5200,0.001626,0.000867,0.000486,0.000509,0.000582,0.004831,0.000825
5300,0.002602,0.001369,0.000537,0.000529,0.000587,0.006553,0.001080
5400,0.001826,0.000977,0.000508,0.000548,0.000594,0.010845,0.001538
5500,0.002292,0.000935,0.000510,0.000536,0.000605,0.006547,0.001080
5600,0.003038,0.000958,0.000518,0.000755,0.000893,0.008552,0.001289
5700,0.002135,0.001129,0.000539,0.000650,0.000733,0.006335,0.001054
5800,0.002712,0.001240,0.000657,0.000708,0.000794,0.007741,0.001271
5900,0.003220,0.001151,0.000605,0.000651,0.000727,0.008255,0.001272
6000,0.002597,0.001277,0.000676,0.000734,0.000844,0.007710,0.001246
6100,0.002210,0.002199,0.000791,0.000800,0.000846,0.011560,0.001693
6200,0.002541,0.001306,0.000683,0.000731,0.000820,0.007388,0.001176
6300,0.003465,0.001365,0.000712,0.000749,0.000808,0.009600,0.001477
6400,0.002462,0.001291,0.000688,0.000727,0.000822,0.007102,0.001173
6500,0.002924,0.001302,0.000660,0.000728,0.000810,0.008483,0.001341
6600,0.002454,0.001261,0.000647,0.000708,0.000795,0.011935,0.001654
6700,0.003679,0.001507,0.000676,0.000716,0.000806,0.012077,0.001606
6800,0.003358,0.001697,0.000683,0.000725,0.000834,0.009429,0.001447
6900,0.002970,0.001556,0.000693,0.000809,0.001014,0.008655,0.001406
7000,0.003006,0.001509,0.000753,0.000822,0.000945,0.008835,0.001426
7100,0.002715,0.001391,0.000738,0.000821,0.000917,0.007896,0.001261
7200,0.002827,0.001372,0.000723,0.000764,0.000817,0.008222,0.001336
7300,0.005050,0.001441,0.000664,0.000712,0.000945,0.009620,0.001364
7400,0.004273,0.001331,0.000660,0.000720,0.000856,0.008554,0.001404
7500,0.003273,0.001301,0.000674,0.000736,0.000939,0.010555,0.001587
7600,0.004258,0.001379,0.000675,0.000740,0.001063,0.012522,0.001820
7700,0.004123,0.001370,0.000691,0.000751,0.001096,0.014632,0.001842
7800,0.003818,0.001530,0.000792,0.001501,0.001393,0.008911,0.001226
7900,0.002524,0.001327,0.001800,0.000770,0.000876,0.007470,0.001244
8000,0.003138,0.001427,0.001394,0.001190,0.001004,0.008299,0.001352
8100,0.002582,0.001338,0.000718,0.000802,0.000887,0.007525,0.001238
8200,0.003379,0.001346,0.000737,0.000798,0.000914,0.007862,0.001253
8300,0.002528,0.001348,0.000740,0.000808,0.000906,0.007638,0.001234
8400,0.002611,0.001396,0.000747,0.000819,0.000915,0.007760,0.001283
8500,0.002640,0.001379,0.000758,0.000827,0.000929,0.007880,0.001299
8600,0.002673,0.001396,0.000763,0.000838,0.000944,0.007870,0.001278
8700,0.002674,0.001436,0.000770,0.000851,0.000946,0.007925,0.001312
8800,0.002725,0.001434,0.000776,0.000858,0.000945,0.007943,0.001311
8900,0.002764,0.001425,0.000783,0.000867,0.001001,0.008120,0.001323
9000,0.002720,0.001466,0.000792,0.000890,0.000977,0.008114,0.001338
9100,0.002749,0.001433,0.000812,0.000884,0.000985,0.008283,0.001355
9200,0.002838,0.001682,0.000806,0.000896,0.001002,0.008328,0.001368
9300,0.002847,0.001513,0.000823,0.000912,0.001011,0.008489,0.001399
9400,0.002896,0.001504,0.000833,0.000918,0.001000,0.008284,0.001420
9500,0.002949,0.001509,0.000828,0.000933,0.001043,0.008448,0.001406
9600,0.004805,0.002412,0.000883,0.000961,0.001406,0.012948,0.002096
9700,0.003013,0.001551,0.000854,0.000963,0.001058,0.008704,0.001458
9800,0.003008,0.001617,0.000860,0.000954,0.001062,0.008990,0.001497
9900,0.003091,0.001608,0.000868,0.000970,0.001062,0.008890,0.001509
10000,0.003109,0.001588,0.000876,0.000973,0.001071,0.009088,0.001503
10100,0.003061,0.001623,0.000877,0.000985,0.001083,0.009086,0.001470
10200,0.003093,0.001603,0.000893,0.001036,0.001070,0.009185,0.001586
10300,0.003192,0.001665,0.000893,0.001021,0.001126,0.009338,0.001541
10400,0.003176,0.001644,0.000904,0.001023,0.001121,0.009180,0.001557
10500,0.003234,0.001674,0.000912,0.001029,0.001111,0.009285,0.001520
10600,0.003172,0.001721,0.000918,0.001031,0.001148,0.009577,0.001534
10700,0.003215,0.001715,0.000926,0.001042,0.001166,0.009686,0.001628
10800,0.003257,0.001754,0.000934,0.001059,0.001199,0.009934,0.001563
10900,0.003377,0.003077,0.001018,0.001088,0.001988,0.016633,0.002532
11000,0.007582,0.002927,0.001007,0.001084,0.001695,0.014790,0.002420
11100,0.005630,0.002969,0.001446,0.001392,0.001523,0.014986,0.002255
11200,0.007148,0.003996,0.001226,0.001400,0.001477,0.017028,0.002681
11300,0.007104,0.004061,0.002065,0.002333,0.002559,0.021140,0.003273
11400,0.007140,0.004125,0.002133,0.002410,0.002583,0.021303,0.003303
11500,0.007578,0.004201,0.002148,0.002318,0.002634,0.022061,0.003333
11600,0.008057,0.004194,0.002133,0.002434,0.001577,0.017554,0.002817
11700,0.008256,0.004222,0.001565,0.001735,0.002529,0.020551,0.003070
11800,0.007783,0.003232,0.001601,0.001841,0.002247,0.019099,0.003066
11900,0.007379,0.003260,0.002234,0.002487,0.002524,0.021153,0.003275
12000,0.008455,0.004364,0.001832,0.002038,0.002542,0.022130,0.003304
12100,0.006732,0.003320,0.001722,0.001968,0.002183,0.018309,0.002896
12200,0.005832,0.002931,0.001518,0.001824,0.001961,0.016216,0.002586
12300,0.005501,0.002735,0.001432,0.001601,0.001807,0.015448,0.002466
12400,0.004949,0.002552,0.001318,0.001511,0.001646,0.014078,0.002273
12500,0.004656,0.002328,0.001201,0.001319,0.001531,0.013121,0.002184
12600,0.004343,0.002123,0.001075,0.001252,0.001503,0.012376,0.002038
12700,0.004070,0.002024,0.001084,0.001252,0.001423,0.011789,0.001940
12800,0.003889,0.002121,0.001094,0.001344,0.001401,0.011587,0.001905
12900,0.003939,0.002025,0.001101,0.001330,0.001366,0.011549,0.001901
13000,0.009037,0.002183,0.001114,0.001293,0.002219,0.018248,0.002828
13100,0.004067,0.002087,0.001130,0.001313,0.001446,0.012064,0.002005
13200,0.008137,0.002328,0.001205,0.001380,0.002014,0.016574,0.002745
13300,0.008183,0.004019,0.001261,0.001433,0.002418,0.020053,0.003121
13400,0.008557,0.004506,0.001216,0.001312,0.002815,0.020575,0.003108
13500,0.008480,0.004739,0.001841,0.002615,0.002932,0.023651,0.003714
13600,0.009021,0.004876,0.002350,0.002793,0.003104,0.024780,0.003878
13700,0.009313,0.004806,0.002288,0.002796,0.003117,0.025202,0.003878
13800,0.007717,0.003843,0.001971,0.002308,0.002607,0.020632,0.003303
13900,0.006552,0.003325,0.001716,0.001981,0.002155,0.018075,0.002941
14000,0.005924,0.002982,0.001533,0.001796,0.001996,0.016487,0.002657
14100,0.005437,0.002694,0.001440,0.001633,0.001810,0.015208,0.002464
14200,0.005118,0.002461,0.001237,0.001428,0.001769,0.014893,0.002467
14300,0.006052,0.003050,0.001348,0.001522,0.003038,0.019151,0.003028
14400,0.008615,0.002845,0.001612,0.001863,0.002204,0.018814,0.003001
14500,0.010111,0.003123,0.002123,0.002474,0.002776,0.022815,0.003631
14600,0.008605,0.003868,0.001789,0.002310,0.002827,0.023127,0.003691
14700,0.010050,0.005199,0.001943,0.002348,0.003346,0.024732,0.003839
14800,0.007573,0.003809,0.001903,0.002260,0.002479,0.020585,0.003257
14900,0.009353,0.005297,0.002231,0.002609,0.003380,0.025991,0.004036
15000,0.009730,0.005277,0.002330,0.002722,0.003393,0.025745,0.003951
15100,0.008027,0.003929,0.002022,0.002373,0.002642,0.021573,0.003446
15200,0.009896,0.005375,0.005113,0.002673,0.003443,0.025738,0.003984
15300,0.009977,0.004701,0.002259,0.002921,0.003267,0.026465,0.004010
15400,0.010105,0.005511,0.002185,0.002591,0.003521,0.026839,0.004036
15500,0.008208,0.004028,0.002069,0.002456,0.002707,0.025085,0.003414
15600,0.010739,0.003613,0.001869,0.002208,0.002867,0.022756,0.003581
15700,0.007087,0.003596,0.001849,0.002169,0.002328,0.019620,0.003122
15800,0.006309,0.003235,0.001661,0.001954,0.002155,0.018375,0.002897
15900,0.011087,0.005608,0.001624,0.002014,0.003579,0.024341,0.003806
16000,0.009099,0.003761,0.001911,0.002352,0.002939,0.024331,0.003525
16100,0.009831,0.003716,0.002348,0.002787,0.003130,0.025132,0.004008
16200,0.010504,0.005656,0.002815,0.003316,0.003656,0.029630,0.004458
16300,0.011433,0.004533,0.002288,0.002804,0.003663,0.024188,0.003589
16400,0.007329,0.003612,0.001866,0.002228,0.002453,0.020186,0.003230
16500,0.011457,0.005644,0.001792,0.002280,0.003779,0.025479,0.003950
16600,0.008031,0.003960,0.001765,0.002358,0.002674,0.021629,0.003460
16700,0.007183,0.003708,0.001881,0.002233,0.002472,0.020291,0.003280
16800,0.011655,0.005617,0.002879,0.003438,0.003600,0.025279,0.004036
16900,0.010170,0.005834,0.002960,0.003395,0.003844,0.029813,0.004687
17000,0.011766,0.005828,0.002736,0.003267,0.003686,0.029729,0.004629
17100,0.011595,0.005868,0.003046,0.003447,0.003762,0.030019,0.004727
17200,0.011186,0.006023,0.002938,0.003491,0.003849,0.030167,0.004734
17300,0.011148,0.006123,0.002853,0.003369,0.003958,0.030663,0.004760
17400,0.011316,0.006108,0.002578,0.003077,0.003948,0.029214,0.004563
17500,0.011861,0.004660,0.002340,0.002907,0.003942,0.026816,0.004187
17600,0.008384,0.004189,0.002149,0.002490,0.002692,0.022732,0.003589
17700,0.007284,0.003611,0.001849,0.002204,0.002424,0.019893,0.003246
17800,0.010177,0.006302,0.003068,0.003597,0.004028,0.030822,0.004670
17900,0.012524,0.005847,0.002173,0.003540,0.003448,0.028255,0.004463
18000,0.008743,0.004370,0.002227,0.002599,0.002911,0.023562,0.003770
18100,0.010893,0.005319,0.002664,0.003085,0.003492,0.027787,0.004332
18200,0.012722,0.004670,0.002622,0.003447,0.003664,0.029312,0.004554
18300,0.008943,0.004518,0.002229,0.002647,0.002932,0.024119,0.003870
18400,0.007615,0.003873,0.001912,0.002264,0.002530,0.021173,0.003381
18500,0.006775,0.003404,0.001748,0.002035,0.002280,0.018943,0.003083
18600,0.006312,0.003236,0.001569,0.001867,0.002089,0.017955,0.002923
18700,0.005720,0.002928,0.001565,0.001842,0.001931,0.016428,0.002810
18800,0.005698,0.002943,0.001595,0.001846,0.001937,0.016795,0.002754
18900,0.005734,0.002997,0.001581,0.001855,0.001914,0.016947,0.002813
19000,0.005800,0.002982,0.001589,0.001869,0.001980,0.016856,0.002812
19100,0.005940,0.002960,0.001603,0.001847,0.001977,0.016918,0.002885
19200,0.005811,0.002978,0.001608,0.001895,0.002067,0.017484,0.002906
19300,0.008773,0.006075,0.001940,0.002589,0.003925,0.027931,0.004249
19400,0.008065,0.005049,0.002286,0.002722,0.003247,0.026722,0.004223
19500,0.012699,0.006585,0.002330,0.003968,0.003986,0.032185,0.004877
19600,0.013717,0.006582,0.002608,0.003879,0.004002,0.032278,0.004905
19700,0.013719,0.005047,0.002504,0.003294,0.003399,0.027346,0.004351
19800,0.013610,0.005198,0.002532,0.003187,0.003312,0.027344,0.004358
19900,0.013868,0.004473,0.002154,0.002894,0.003164,0.025529,0.004056
20000,0.013985,0.003866,0.001952,0.002886,0.004307,0.024008,0.003811
20100,0.008154,0.004118,0.002027,0.002392,0.002662,0.022429,0.003570
20200,0.013931,0.006719,0.001968,0.002587,0.003365,0.026448,0.003944
20300,0.008478,0.004309,0.001923,0.002361,0.002769,0.023315,0.003753
20400,0.014106,0.006820,0.002040,0.002639,0.003573,0.029383,0.004580
20500,0.013827,0.005232,0.002407,0.003156,0.003264,0.027260,0.004339
20600,0.008548,0.004336,0.002144,0.002532,0.002857,0.023587,0.003781
20700,0.007707,0.003940,0.003612,0.002223,0.002583,0.021382,0.003466
20800,0.012771,0.007040,0.003561,0.004127,0.004436,0.035444,0.005450
20900,0.010649,0.005242,0.002667,0.003155,0.003448,0.027905,0.004433
21000,0.008772,0.004452,0.002225,0.002597,0.002870,0.023903,0.003881
21100,0.008131,0.004154,0.002068,0.002430,0.002708,0.022646,0.003629
21200,0.013150,0.007062,0.003627,0.004226,0.004567,0.036003,0.005554
21300,0.010816,0.005285,0.002690,0.003215,0.003467,0.028056,0.004523
21400,0.008866,0.004497,0.002219,0.002638,0.002926,0.024172,0.003889
21500,0.007749,0.003898,0.001952,0.002332,0.002586,0.021483,0.003480
21600,0.007538,0.003845,0.001966,0.002288,0.002517,0.021202,0.003396
21700,0.015088,0.003637,0.001855,0.002959,0.003878,0.024208,0.003853
21800,0.011335,0.005653,0.002789,0.003294,0.003644,0.030983,0.004613
21900,0.009171,0.004611,0.002308,0.002691,0.003010,0.024995,0.004016
22000,0.007932,0.004039,0.002062,0.002384,0.002735,0.022630,0.003669
22100,0.014369,0.007318,0.001917,0.002746,0.003729,0.030275,0.004742
22200,0.014973,0.004878,0.002410,0.003484,0.003654,0.027698,0.004363
22300,0.015052,0.006362,0.003231,0.003630,0.004108,0.033187,0.005118
22400,0.014155,0.005843,0.003523,0.003863,0.003943,0.031804,0.004930
22500,0.010067,0.005013,0.002533,0.003083,0.003325,0.027257,0.004272
22600,0.015323,0.007536,0.003481,0.004303,0.004814,0.037338,0.005712
22700,0.015451,0.007293,0.003731,0.004375,0.004875,0.037778,0.005727
22800,0.011288,0.005634,0.002756,0.003305,0.003646,0.029767,0.004665
22900,0.009221,0.004671,0.002307,0.002710,0.003082,0.025210,0.004030
23000,0.008034,0.004027,0.002033,0.002406,0.002686,0.022441,0.003619
23100,0.007369,0.003758,0.001927,0.002248,0.002472,0.021493,0.003437
23200,0.007149,0.003601,0.001932,0.002286,0.002485,0.020890,0.003501
23300,0.007147,0.003650,0.001942,0.002310,0.002342,0.021614,0.003441
23400,0.007235,0.003713,0.001943,0.002259,0.002400,0.021144,0.003600
23500,0.007240,0.003719,0.001957,0.002354,0.002498,0.020996,0.003484
23600,0.016079,0.007938,0.002209,0.003373,0.005024,0.031565,0.004995
23700,0.016254,0.007921,0.002054,0.003358,0.005071,0.030776,0.004834
23800,0.009561,0.004798,0.002156,0.002783,0.003201,0.026151,0.004117
23900,0.008335,0.003945,0.002098,0.002554,0.002773,0.023118,0.003685
24000,0.007452,0.003789,0.002005,0.002362,0.002485,0.021697,0.003572
24100,0.007336,0.003741,0.002014,0.002350,0.002457,0.021570,0.003492
24200,0.016231,0.006751,0.002479,0.003556,0.004211,0.032750,0.005121
24300,0.016421,0.008035,0.002869,0.004274,0.005110,0.036679,0.005600
24400,0.016648,0.005749,0.002878,0.003500,0.004202,0.033106,0.005208
24500,0.015052,0.004568,0.002552,0.003094,0.003366,0.028084,0.004465
24600,0.015732,0.006971,0.002435,0.003378,0.003960,0.032344,0.005117
24700,0.013847,0.008236,0.004202,0.004699,0.005214,0.041059,0.006199
24800,0.016779,0.008274,0.003530,0.004545,0.005020,0.039378,0.005945
24900,0.017384,0.008262,0.004014,0.004784,0.005254,0.040738,0.006293
25000,0.017406,0.008388,0.004016,0.004849,0.005267,0.040872,0.006324
